64 	0.016354 	80,376 	17.44 	0.010475 	87,973 	20.28
65 	0.017609 	79,061 	16.73 	0.011366 	87,051 	19.49
66 	0.019066 	77,669 	16.02 	0.012397 	86,062 	18.70
67 	0.020735 	76,188 	15.32 	0.013571 	84,995 	17.93
68 	0.022655 	74,608 	14.63 	0.014910 	83,842 	17.17
69 	0.024826 	72,918 	13.96 	0.016419 	82,592 	16.42
70 	0.027295 	71,108 	13.30 	0.018160 	81,235 	15.69
71 	0.030012 	69,167 	12.66 	0.020086 	79,760 	14.97
72 	0.032897 	67,091 	12.04 	0.022104 	78,158 	14.27
73 	0.035926 	64,884 	11.43 	0.024183 	76,431 	13.58
74 	0.039188 	62,553 	10.84 	0.026414 	74,582 	12.90
75 	0.042921 	60,102 	10.26 	0.029029 	72,612 	12.24
76 	0.047157 	57,522 	9.70 	0.032067 	70,504 	11.59
77 	0.051737 	54,809 	9.15 	0.035389 	68,243 	10.96
78 	0.056658 	51,974 	8.63 	0.038996 	65,828 	10.34
79 	0.062061 	49,029 	8.11 	0.043018 	63,261 	9.74
80 	0.068216 	45,986 	7.62 	0.047669 	60,540 	9.16
81 	0.075229 	42,849 	7.14 	0.053073 	57,654 	8.59
82 	0.083020 	39,626 	6.68 	0.059222 	54,594 	8.04
83 	0.091635 	36,336 	6.24 	0.066184 	51,361 	7.52
84 	0.101194 	33,006 	5.82 	0.074036 	47,962 	7.02
85 	0.111834 	29,666 	5.41 	0.082854 	44,411 	6.54
86 	0.123673 	26,349 	5.03 	0.092709 	40,731 	6.08
87 	0.136793 	23,090 	4.67 	0.103657 	36,955 	5.65
88 	0.151241 	19,931 	4.34 	0.115742 	33,124 	5.25
89 	0.167026 	16,917 	4.02 	0.128995 	29,291 	4.87
90 	0.184140 	14,091 	3.72 	0.143437 	25,512 	4.52
91 	0.202559 	11,497 	3.45 	0.159077 	21,853 	4.19
92 	0.222243 	9,168 	3.20 	0.175914 	18,377 	3.89
93 	0.243144 	7,130 	2.97 	0.193937 	15,144 	3.61
94 	0.265201 	5,397 	2.77 	0.213123 	12,207 	3.36
95 	0.287099 	3,965 	2.59 	0.232548 	9,605 	3.13
96 	0.308468 	2,827 	2.43 	0.251932 	7,372 	2.93
97 	0.328915 	1,955 	2.29 	0.270971 	5,514 	2.75
98 	0.348039 	1,312 	2.16 	0.289339 	4,020 	2.58
99 	0.365441 	855 	2.05 	0.306700 	2,857 	2.43
100 	0.383713 	543 	1.94 	0.325102 	1,981 	2.29
101 	0.402899 	334 	1.83 	0.344608 	1,337 	2.15
102 	0.423044 	200 	1.73 	0.365284 	876 	2.02
103 	0.444196 	115 	1.63 	0.387201 	556 	1.89
104 	0.466406 	64 	1.54 	0.410433 	341 	1.77
105 	0.489726 	34 	1.45 	0.435059 	201 	1.66
106 	0.514213 	17 	1.37 	0.461163 	114 	1.55
107 	0.539923 	8 	1.28 	0.488833 	61 	1.44
108 	0.566919 	4 	1.21 	0.518162 	31 	1.34
109 	0.595265 	2 	1.13 	0.549252 	15 	1.25
110 	0.625029 	1 	1.06 	0.582207 	7 	1.16
111 	0.656280 	0 	0.99 	0.617140 	3 	1.07
112 	0.689094 	0 	0.92 	0.654168 	1 	0.99
113 	0.723549 	0 	0.86 	0.693418 	0 	0.91
114 	0.759726 	0 	0.80 	0.735023 	0 	0.84
115 	0.797713 	0 	0.74 	0.779125 	0 	0.76
116 	0.837598 	0 	0.68 	0.825872 	0 	0.70
117 	0.879478 	0 	0.63 	0.875425 	0 	0.63
118 	0.923452 	0 	0.58 	0.923452 	0 	0.58
119 	0.969625 	0 	0.53 	0.969625 	0 	0.53
